Frequency [MHz]	RF generator power [dBm]
907.8	-13.7141181361
907.9	-13.6865947553
908.0	-13.6933026936
908.1	-13.713924134
908.2	-13.7091100599
908.3	-13.6734142155
908.4	-13.7274438955
908.5	-13.7215997956
908.6	-13.7308747337
908.7	-13.7385493768
908.8	-13.748798499
908.9	-13.7454380124
909.0	-13.7529411378
909.1	-13.7206182464
909.2	-13.7429565158
909.3	-13.7554828856
909.4	-13.7647445656
909.5	-13.7650984722
909.6	-13.7261401242
909.7	-13.7721673565
909.8	-13.7608105281
909.9	-13.7657519438
910.0	-13.8026773987
910.1	-13.7225453663
910.2	-13.7524487062
910.3	-13.7653265095
910.4	-13.7726027355
910.5	-13.770296668
910.6	-13.7615327397
910.7	-13.783463803
910.8	-13.7457901248
910.9	-13.7874382107
911.0	-13.7985405268
911.1	-13.7750612662
911.2	-13.7288114353
911.3	-13.7814750942
911.4	-13.7510094171
911.5	-13.7509187895
911.6	-13.7605648488
911.7	-13.7447679983
911.8	-13.7925301567
911.9	-13.7960956646
912.0	-13.7364075367
912.1	-13.7360105652
912.2	-13.8014818367
